name: 15be5c49-5377-4757-a408-8150fac602eb num_items: 20002
token, class_id, token_value, token_tf, token_df
1905, @default_class, 0.00010950773867079988, 306.0, 235.0
54, @default_class, 3.6144712794339284e-05, 101.0, 97.0
9, @default_class, 0.0005439600208774209, 1520.0, 1210.0
101, @default_class, 2.2903579520061612e-05, 64.0, 55.0
обнаружить, @default_class, 0.00029703081236220896, 830.0, 567.0
фландрий, @default_class, 6.477418355643749e-05, 181.0, 60.0
парка, @default_class, 8.016252832021564e-05, 224.0, 155.0
супруг, @default_class, 0.00013312706141732633, 372.0, 251.0
скульптор, @default_class, 3.9007660234346986e-05, 109.0, 80.0
адрес, @default_class, 6.620566273340955e-05, 185.0, 147.0
бомба, @default_class, 5.725894880015403e-05, 160.0, 68.0
постановление, @default_class, 0.00023189873900264502, 648.0, 382.0
vi, @default_class, 7.837318844394758e-05, 219.0, 165.0
василий, @default_class, 0.00023762464115861803, 664.0, 292.0
правовой, @default_class, 3.757618469535373e-05, 105.0, 65.0
1875, @default_class, 3.793405267060734e-05, 106.0, 91.0
колледж, @default_class, 0.00011237068974878639, 314.0, 219.0
пыльник, @default_class, 1.8251290384796448e-05, 51.0, 51.0
объясняться, @default_class, 3.435536928009242e-05, 96.0, 86.0
водоём, @default_class, 4.008126416010782e-05, 112.0, 83.0
присоединение, @default_class, 5.725894880015403e-05, 160.0, 135.0
транспортный, @default_class, 0.00012310674355830997, 344.0, 235.0
художество, @default_class, 4.008126416010782e-05, 112.0, 76.0
отец, @default_class, 0.000669571862090379, 1871.0, 1086.0
обладатель, @default_class, 0.00011487576557556167, 321.0, 244.0
капитан, @default_class, 0.0002984622842632234, 834.0, 437.0
модификация, @default_class, 6.155337177915499e-05, 172.0, 117.0
номер, @default_class, 0.00026339117903262377, 736.0, 481.0
вопреки, @default_class, 2.7198000680073164e-05, 76.0, 76.0
харьков, @default_class, 8.230974344769493e-05, 230.0, 91.0
for, @default_class, 6.799500260967761e-05, 190.0, 116.0
посмотреть, @default_class, 1.96827641048003e-05, 55.0, 55.0
вина, @default_class, 3.435536928009242e-05, 96.0, 83.0
молодёжь, @default_class, 6.441631558118388e-05, 180.0, 149.0
ученик, @default_class, 0.0001664088194957003, 465.0, 323.0
пьеса, @default_class, 0.00012561182666104287, 351.0, 178.0
самостоятельно, @default_class, 5.475386933539994e-05, 153.0, 141.0
вход, @default_class, 7.658384856767952e-05, 214.0, 166.0
освобождение, @default_class, 0.00016712455544620752, 467.0, 353.0
зона, @default_class, 0.00023154087830334902, 647.0, 446.0
садовый, @default_class, 3.077668588957749e-05, 86.0, 65.0
американский, @default_class, 0.0007078637718223035, 1978.0, 1310.0
георг, @default_class, 3.256602940382436e-05, 91.0, 66.0
правило, @default_class, 0.0003550054971128702, 992.0, 674.0
настроение, @default_class, 2.361931728955824e-05, 66.0, 60.0
снабжение, @default_class, 3.542897684383206e-05, 99.0, 73.0
1990-й, @default_class, 0.00013742147712036967, 384.0, 320.0
рейтинг, @default_class, 0.00016461948689538985, 460.0, 218.0
будущее, @default_class, 0.00015889358473941684, 444.0, 357.0
письмо, @default_class, 0.00023905611305963248, 668.0, 343.0
пытаться, @default_class, 0.000309198338072747, 864.0, 601.0
особенность, @default_class, 0.00019324895401950926, 540.0, 444.0
переговоры, @default_class, 0.00011523363355081528, 322.0, 227.0
редактор, @default_class, 0.00016998751380015165, 475.0, 314.0
финалист, @default_class, 3.077668588957749e-05, 86.0, 79.0
вглубь, @default_class, 2.1829973775311373e-05, 61.0, 50.0
жестокий, @default_class, 3.0060948120080866e-05, 84.0, 78.0
1977, @default_class, 0.00017571340140420943, 491.0, 390.0
желание, @default_class, 9.233005403075367e-05, 258.0, 227.0
объём, @default_class, 0.00018108142830897123, 506.0, 355.0
повредить, @default_class, 2.8629474400077015e-05, 80.0, 71.0
присвоить, @default_class, 0.00020541647973004729, 574.0, 482.0
соглашение, @default_class, 0.0001524519466329366, 426.0, 269.0
аэродром, @default_class, 7.443663344020024e-05, 208.0, 89.0
кодекс, @default_class, 7.801532046869397e-05, 218.0, 73.0
порт, @default_class, 0.0001606829318916425, 449.0, 246.0
смоленский, @default_class, 7.407876546494663e-05, 207.0, 93.0
адмирал, @default_class, 7.085795368766412e-05, 198.0, 84.0
сибирский, @default_class, 6.119550380390137e-05, 171.0, 90.0
японский, @default_class, 0.00027448509354144335, 767.0, 327.0
передать, @default_class, 0.0004433989815879613, 1239.0, 845.0
вторгнуться, @default_class, 3.6144712794339284e-05, 101.0, 81.0
мельница, @default_class, 3.471323725534603e-05, 97.0, 79.0
the, @default_class, 0.0006778028327971697, 1894.0, 699.0
игрок, @default_class, 0.0005278559401631355, 1475.0, 579.0
1941, @default_class, 0.000450556370196864, 1259.0, 625.0
1798, @default_class, 2.004063208005391e-05, 56.0, 52.0
амстердам, @default_class, 3.328176535433158e-05, 93.0, 76.0
таиланд, @default_class, 3.686044874484651e-05, 103.0, 53.0
заложить, @default_class, 7.837318844394758e-05, 219.0, 193.0
допустить, @default_class, 2.111423782480415e-05, 59.0, 57.0
переехать, @default_class, 0.00022545711544808, 630.0, 538.0
корпус, @default_class, 0.0005371604929678142, 1501.0, 614.0
англичанин, @default_class, 8.087826427072287e-05, 226.0, 105.0
обком, @default_class, 3.3639633329585195e-05, 94.0, 52.0
передача, @default_class, 0.00023905611305963248, 668.0, 389.0
исключить, @default_class, 9.30457899812609e-05, 260.0, 228.0
бригада, @default_class, 0.00022152056044433266, 619.0, 293.0
1970-й, @default_class, 0.00010235037188977003, 286.0, 245.0
1985, @default_class, 0.00019825912022497505, 554.0, 443.0
1979, @default_class, 0.00018108142830897123, 506.0, 393.0
станислав, @default_class, 5.439600136014633e-05, 152.0, 105.0
патрон, @default_class, 5.940616028965451e-05, 166.0, 58.0
56, @default_class, 3.6144712794339284e-05, 101.0, 89.0
уголь, @default_class, 3.829192428383976e-05, 107.0, 71.0
снукерный, @default_class, 2.0756369849550538e-05, 58.0, 58.0
дивизия, @default_class, 0.000671719026286155, 1877.0, 450.0
вуз, @default_class, 5.403813338489272e-05, 151.0, 81.0
количество, @default_class, 0.0006495311972685158, 1815.0, 1218.0
сформировать, @default_class, 0.00013205345021560788, 369.0, 293.0
издать, @default_class, 0.0001975433697225526, 552.0, 430.0
договор, @default_class, 0.00018072355305776, 505.0, 286.0
1966, @default_class, 0.0001610407925909385, 450.0, 366.0
1961, @default_class, 0.00015102047473192215, 422.0, 365.0
важность, @default_class, 2.7555868655326776e-05, 77.0, 74.0
1955, @default_class, 0.00013706361642107368, 383.0, 310.0
исследование, @default_class, 0.000489564030431211, 1368.0, 743.0
подъём, @default_class, 3.6502580769592896e-05, 102.0, 75.0
b, @default_class, 8.338334737345576e-05, 233.0, 154.0
ассистент, @default_class, 4.759650255437009e-05, 133.0, 107.0
1997, @default_class, 0.00026410690043121576, 738.0, 574.0
победа, @default_class, 0.0005504016298800707, 1538.0, 817.0
дистанция, @default_class, 0.0001410001568729058, 394.0, 209.0
удаваться, @default_class, 9.411940118297935e-05, 263.0, 185.0
пр, @default_class, 2.4335053240065463e-05, 68.0, 51.0
190, @default_class, 2.5766526960069314e-05, 72.0, 58.0
№, @default_class, 0.0007697750115767121, 2151.0, 1090.0
заповедник, @default_class, 5.940616028965451e-05, 166.0, 79.0
2002, @default_class, 0.00038184563163667917, 1067.0, 832.0
возле, @default_class, 9.161431808024645e-05, 256.0, 201.0
смысл, @default_class, 0.00010342397581553087, 289.0, 233.0
создаваться, @default_class, 7.980466034496203e-05, 223.0, 165.0
выступать, @default_class, 0.0007819425081834197, 2185.0, 1383.0
палата, @default_class, 0.00015424129378516227, 431.0, 189.0
истребитель, @default_class, 5.010158201912418e-05, 140.0, 61.0
главное, @default_class, 0.0002902313135564327, 811.0, 611.0
хроника, @default_class, 2.505079100956209e-05, 70.0, 51.0
взамен, @default_class, 2.505079100956209e-05, 70.0, 64.0
преодолеть, @default_class, 4.8312238504877314e-05, 135.0, 105.0
оборона, @default_class, 0.00032315519638359547, 903.0, 449.0
живой, @default_class, 0.00013634788047056645, 381.0, 305.0
равный, @default_class, 0.00014994687808211893, 419.0, 302.0
задний, @default_class, 0.0001921753428177908, 537.0, 236.0
переднеспинка, @default_class, 2.505079100956209e-05, 70.0, 52.0
гимназия, @default_class, 7.085795368766412e-05, 198.0, 149.0
определять, @default_class, 7.944679236970842e-05, 222.0, 179.0
существующий, @default_class, 7.157368963817134e-05, 200.0, 175.0
живопись, @default_class, 0.00012847477046307176, 359.0, 182.0
длина, @default_class, 0.0007067901315167546, 1975.0, 1054.0
65, @default_class, 6.942647451069206e-05, 194.0, 157.0
введение, @default_class, 0.00010986560664605349, 307.0, 217.0
4132, @default_class, 2.7555868655326776e-05, 77.0, 77.0
замужем, @default_class, 3.829192428383976e-05, 107.0, 95.0
ввиду, @default_class, 6.012189624016173e-05, 168.0, 134.0
подготовить, @default_class, 7.908892439445481e-05, 221.0, 200.0
сесть, @default_class, 3.9007660234346986e-05, 109.0, 96.0
автобусный, @default_class, 3.686044874484651e-05, 103.0, 74.0
внутри, @default_class, 0.00014851540618110448, 415.0, 342.0
смоленск, @default_class, 3.829192428383976e-05, 107.0, 81.0
добиваться, @default_class, 2.648226472956594e-05, 74.0, 66.0
демонстрация, @default_class, 3.292389737907797e-05, 92.0, 70.0
связь, @default_class, 0.0007339881849475205, 2051.0, 1409.0
партизанский, @default_class, 3.041881791432388e-05, 85.0, 59.0
повесть, @default_class, 8.517268724972382e-05, 238.0, 125.0
лаборатория, @default_class, 9.483513713348657e-05, 265.0, 147.0
видимо, @default_class, 5.153305392013863e-05, 144.0, 117.0
действовать, @default_class, 0.0004412517882883549, 1233.0, 875.0
рекорд, @default_class, 9.59087410592474e-05, 268.0, 171.0
титул, @default_class, 0.000321723724482581, 899.0, 376.0
памятник, @default_class, 0.0004101172380615026, 1146.0, 553.0
артиллерия, @default_class, 0.00012954836711287498, 362.0, 164.0
репутация, @default_class, 4.294421160011552e-05, 120.0, 99.0
завод, @default_class, 0.0005722316564060748, 1599.0, 627.0
газовый, @default_class, 3.292389737907797e-05, 92.0, 67.0
1946, @default_class, 0.0001975433697225526, 552.0, 475.0
улица, @default_class, 0.0007601125398650765, 2124.0, 956.0
избежать, @default_class, 6.0479764215415344e-05, 169.0, 162.0
генерал-лейтенант, @default_class, 8.553055522497743e-05, 239.0, 157.0
художник, @default_class, 0.0003682466340251267, 1029.0, 428.0
матч, @default_class, 0.0010177778312936425, 2844.0, 705.0
военно-морской, @default_class, 0.00010270823986502364, 287.0, 149.0
естественный, @default_class, 0.00011308642569929361, 316.0, 245.0
фильм, @default_class, 0.0014053493505343795, 3927.0, 1089.0
губерния, @default_class, 0.0006599093903787434, 1844.0, 1093.0
венеция, @default_class, 4.938584243063815e-05, 138.0, 75.0
гай, @default_class, 7.479450141545385e-05, 209.0, 67.0
1871, @default_class, 3.686044874484651e-05, 103.0, 88.0
ярославль, @default_class, 3.972339618485421e-05, 111.0, 54.0
короткометражный, @default_class, 2.648226472956594e-05, 74.0, 70.0
27, @default_class, 0.0003439115535002202, 961.0, 809.0
вторжение, @default_class, 7.33630295144394e-05, 205.0, 123.0
защитить, @default_class, 0.00012239100760780275, 342.0, 259.0
стих, @default_class, 0.00012740115926135331, 356.0, 194.0
греческий, @default_class, 0.0001578199735376984, 441.0, 251.0
чин, @default_class, 0.0001470839197281748, 411.0, 242.0
сопротивление, @default_class, 0.0001406422961736098, 393.0, 232.0
производство, @default_class, 0.0004816909204237163, 1346.0, 695.0
корея, @default_class, 0.00012811689521186054, 358.0, 236.0
либеральный, @default_class, 3.077668588957749e-05, 86.0, 52.0
губернатор, @default_class, 0.00012239100760780275, 342.0, 214.0
п, @default_class, 0.000516762025654316, 1444.0, 728.0
личность, @default_class, 8.016252832021564e-05, 224.0, 153.0
местность, @default_class, 0.00015710423758719116, 439.0, 343.0
1868, @default_class, 3.721831672010012e-05, 104.0, 85.0
бросить, @default_class, 6.298484368016943e-05, 176.0, 143.0
отделение, @default_class, 0.00034248008159920573, 957.0, 640.0
1862, @default_class, 4.5091423089616e-05, 126.0, 102.0
впоследствии, @default_class, 0.00038005626993253827, 1062.0, 845.0
свойство, @default_class, 9.447726915823296e-05, 264.0, 177.0
статус, @default_class, 0.0003578684409148991, 1000.0, 727.0
music, @default_class, 4.1154871723847464e-05, 115.0, 77.0
35, @default_class, 0.00012095952843083069, 338.0, 304.0
неудачный, @default_class, 4.187060767435469e-05, 117.0, 109.0
каждый, @default_class, 0.0008073511999100447, 2256.0, 1465.0
года.############с, @default_class, 2.397718526481185e-05, 67.0, 64.0
алан, @default_class, 2.2903579520061612e-05, 64.0, 54.0
цикл, @default_class, 0.00013348492211662233, 373.0, 231.0
александровский, @default_class, 4.008126416010782e-05, 112.0, 52.0
природа, @default_class, 0.00014493671187665313, 405.0, 315.0
иран, @default_class, 5.725894880015403e-05, 160.0, 114.0
«песня, @default_class, 3.3639633329585195e-05, 94.0, 62.0
цветок, @default_class, 4.974371404387057e-05, 139.0, 95.0
1845, @default_class, 3.292389737907797e-05, 92.0, 73.0
диаметр, @default_class, 0.0001549570297356695, 433.0, 286.0
1840, @default_class, 2.8629474400077015e-05, 80.0, 67.0
комиссия, @default_class, 0.00025408659712411463, 710.0, 394.0
офицерский, @default_class, 4.8670106480130926e-05, 136.0, 103.0
училище, @default_class, 0.0002648226509336382, 740.0, 466.0
значит, @default_class, 4.1154871723847464e-05, 115.0, 97.0
александрович, @default_class, 0.00013312706141732633, 372.0, 213.0
обыкновенный, @default_class, 4.759650255437009e-05, 133.0, 98.0
лес, @default_class, 0.00029273636755533516, 818.0, 500.0
версия, @default_class, 0.0006065869820304215, 1695.0, 849.0
приписать, @default_class, 3.829192428383976e-05, 107.0, 79.0
рано, @default_class, 3.3639633329585195e-05, 94.0, 90.0
50-й, @default_class, 2.7198000680073164e-05, 76.0, 70.0
грузинский, @default_class, 0.00010378184379078448, 290.0, 93.0
фундамент, @default_class, 2.5408658984815702e-05, 71.0, 59.0
свидетельство, @default_class, 9.30457899812609e-05, 260.0, 214.0
выполнить, @default_class, 0.00023762464115861803, 664.0, 493.0
ростов-на-дону, @default_class, 5.439600136014633e-05, 152.0, 95.0
король, @default_class, 0.0007014221046119928, 1960.0, 548.0
довольно, @default_class, 0.00018537584401201457, 518.0, 441.0
ночь, @default_class, 0.00017356619355268776, 485.0, 338.0
хлеб, @default_class, 4.6165027015376836e-05, 129.0, 82.0
жениться, @default_class, 0.00013992656022310257, 391.0, 302.0
предположить, @default_class, 4.8670106480130926e-05, 136.0, 116.0
1888, @default_class, 5.0817317969631404e-05, 142.0, 122.0
различие, @default_class, 4.6165027015376836e-05, 129.0, 111.0
балтийский, @default_class, 9.734021296026185e-05, 272.0, 141.0
виновный, @default_class, 2.218784356955439e-05, 62.0, 55.0
машина, @default_class, 0.00028235820354893804, 789.0, 388.0
никто, @default_class, 0.00010771839879453182, 301.0, 241.0
гриб, @default_class, 2.8629474400077015e-05, 80.0, 50.0
выпуск, @default_class, 0.00028021098114550114, 783.0, 433.0
наградить, @default_class, 0.0003274496120866388, 915.0, 517.0
турне, @default_class, 4.043913213536143e-05, 113.0, 70.0
xxi, @default_class, 3.972339618485421e-05, 111.0, 97.0
политический, @default_class, 0.0005342975491657853, 1493.0, 741.0
постепенно, @default_class, 0.000135632129968144, 379.0, 320.0
лига, @default_class, 0.0003811298811342567, 1065.0, 406.0
общество, @default_class, 0.0006069448427297175, 1696.0, 818.0
псевдоним, @default_class, 5.403813338489272e-05, 151.0, 123.0
микрорайон, @default_class, 3.8649792259093374e-05, 108.0, 55.0
спортивный, @default_class, 0.00024156119616236538, 675.0, 411.0
преподавать, @default_class, 0.00013921082427259535, 389.0, 310.0
инженер, @default_class, 0.00013312706141732633, 372.0, 260.0
норвежский, @default_class, 0.00018430224736221135, 515.0, 247.0
франц-иосиф, @default_class, 3.972339618485421e-05, 111.0, 84.0
внук, @default_class, 6.334271165542305e-05, 177.0, 146.0
отдел, @default_class, 0.0002734114823397249, 764.0, 450.0
украшение, @default_class, 3.041881791432388e-05, 85.0, 66.0
4146, @default_class, 2.004063208005391e-05, 56.0, 56.0
числиться, @default_class, 0.00011666511272778735, 326.0, 162.0
математический, @default_class, 3.93655282096006e-05, 110.0, 78.0
88, @default_class, 2.505079100956209e-05, 70.0, 67.0
комиссар, @default_class, 5.976402826490812e-05, 167.0, 121.0
заговор, @default_class, 3.077668588957749e-05, 86.0, 65.0
спасти, @default_class, 6.226910772966221e-05, 174.0, 152.0
бен, @default_class, 4.1154871723847464e-05, 115.0, 56.0
посредством, @default_class, 6.906860653543845e-05, 193.0, 146.0
наука, @default_class, 0.000515688443556428, 1441.0, 700.0
свидетель, @default_class, 6.584779475815594e-05, 184.0, 96.0
расход, @default_class, 5.761681677540764e-05, 161.0, 121.0
4-й, @default_class, 0.00024657134781591594, 689.0, 428.0
госпиталь, @default_class, 5.8690424339147285e-05, 164.0, 118.0
белый, @default_class, 0.0004140537930652499, 1157.0, 705.0
язык, @default_class, 0.0011394531466066837, 3184.0, 1469.0
китайский, @default_class, 0.00032351305708289146, 904.0, 335.0
национальность, @default_class, 4.974371404387057e-05, 139.0, 114.0
поехать, @default_class, 3.686044874484651e-05, 103.0, 90.0
огонь, @default_class, 0.00020684795163106173, 578.0, 302.0
серьёзный, @default_class, 0.00012525395140983164, 350.0, 295.0
неожиданно, @default_class, 7.443663344020024e-05, 208.0, 177.0
готовый, @default_class, 0.00010736053081927821, 300.0, 234.0
надежда, @default_class, 9.662447700975463e-05, 270.0, 229.0
взять, @default_class, 0.00038542429683730006, 1077.0, 783.0
известность, @default_class, 0.00010020316403824836, 280.0, 257.0
уволить, @default_class, 4.258634362486191e-05, 119.0, 102.0
формально, @default_class, 3.972339618485421e-05, 111.0, 102.0
намного, @default_class, 4.723863457911648e-05, 132.0, 116.0
пвс, @default_class, 3.686044874484651e-05, 103.0, 103.0
израиль, @default_class, 0.00012561182666104287, 351.0, 158.0
покинуть, @default_class, 0.00027198001043871045, 760.0, 589.0
санкт-петербургский, @default_class, 7.407876546494663e-05, 207.0, 142.0
хотя, @default_class, 0.0005206985515542328, 1455.0, 1010.0
рассмотрение, @default_class, 4.22284756496083e-05, 118.0, 96.0
«в, @default_class, 0.00013097985356580466, 366.0, 299.0
колумбия, @default_class, 5.9048292314400896e-05, 165.0, 125.0
лет.############ть, @default_class, 2.4335053240065463e-05, 68.0, 66.0
киевский, @default_class, 0.0001520940859336406, 425.0, 241.0
эрик, @default_class, 5.224878987064585e-05, 146.0, 86.0
ядерный, @default_class, 4.79543705296237e-05, 134.0, 71.0
пользователь, @default_class, 9.698234498500824e-05, 271.0, 119.0
построить, @default_class, 0.0007747851777821779, 2165.0, 1329.0
повествовать, @default_class, 2.0398500055307522e-05, 57.0, 51.0
командовать, @default_class, 0.0001377793523715809, 385.0, 231.0
бежать, @default_class, 0.00012847477046307176, 359.0, 290.0
огромный, @default_class, 0.00016533522284589708, 462.0, 382.0
медленно, @default_class, 3.435536928009242e-05, 96.0, 93.0
любой, @default_class, 0.0002930942573584616, 819.0, 602.0
выглядеть, @default_class, 6.548992678290233e-05, 183.0, 160.0
вдоль, @default_class, 0.000180365692358464, 504.0, 386.0
владивосток, @default_class, 3.686044874484651e-05, 103.0, 54.0
франция, @default_class, 0.0004952899180352688, 1384.0, 799.0
голод, @default_class, 3.6502580769592896e-05, 102.0, 81.0
заместитель, @default_class, 0.0002938099787570536, 821.0, 464.0
1960, @default_class, 0.00020470074377954006, 572.0, 444.0
семейство, @default_class, 0.00046057667350396514, 1287.0, 869.0
командование, @default_class, 0.0003453430545050651, 965.0, 481.0
тихий, @default_class, 5.940616028965451e-05, 166.0, 124.0
православный, @default_class, 0.00022867793450132012, 639.0, 320.0
плавание, @default_class, 9.698234498500824e-05, 271.0, 198.0
1874, @default_class, 4.008126416010782e-05, 112.0, 91.0
определяться, @default_class, 9.376153320772573e-05, 262.0, 203.0
неделя, @default_class, 0.000225814976147376, 631.0, 437.0
атмосфера, @default_class, 7.300516153918579e-05, 204.0, 134.0
реакция, @default_class, 0.00013706361642107368, 383.0, 177.0
тур, @default_class, 0.00019145960686728358, 535.0, 299.0
пожертвование, @default_class, 2.4335053240065463e-05, 68.0, 58.0
конный, @default_class, 6.513205880764872e-05, 182.0, 109.0
пятый, @default_class, 0.00019861698092427105, 555.0, 451.0
супротивный, @default_class, 2.2545711544808e-05, 63.0, 56.0
имаго, @default_class, 2.791373844956979e-05, 78.0, 56.0
1775, @default_class, 2.7555868655326776e-05, 77.0, 67.0
отказать, @default_class, 2.361931728955824e-05, 66.0, 62.0
дать, @default_class, 0.0007121581584215164, 1990.0, 1394.0
морской, @default_class, 0.00038757151924073696, 1083.0, 488.0
дата, @default_class, 0.00015173621068242937, 424.0, 319.0
скотовод, @default_class, 2.0398500055307522e-05, 57.0, 55.0
красота, @default_class, 4.22284756496083e-05, 118.0, 106.0
продовольствие, @default_class, 2.8629474400077015e-05, 80.0, 64.0
ярмарка, @default_class, 2.2545711544808e-05, 63.0, 52.0
км², @default_class, 0.00030060947756282985, 840.0, 704.0
указ, @default_class, 0.00024406627926509827, 682.0, 461.0
располагаться, @default_class, 0.000321723724482581, 899.0, 677.0
эксплуатация, @default_class, 0.00013742147712036967, 384.0, 249.0
человек.############ть, @default_class, 3.292389737907797e-05, 92.0, 89.0
характеризоваться, @default_class, 5.582747689913958e-05, 156.0, 131.0
многие, @default_class, 0.00040081265615299344, 1120.0, 872.0
программа, @default_class, 0.0005879778182134032, 1643.0, 804.0
состояние, @default_class, 0.0005239194142632186, 1464.0, 995.0
лестница, @default_class, 2.8987342375330627e-05, 81.0, 57.0
остановка, @default_class, 3.471323725534603e-05, 97.0, 77.0
независимость, @default_class, 0.00014565244782716036, 407.0, 244.0
прыжок, @default_class, 5.761681677540764e-05, 161.0, 86.0
природный, @default_class, 0.00011917018855456263, 333.0, 228.0
иван, @default_class, 0.00034927958040498197, 976.0, 455.0
конкретный, @default_class, 5.3680265409639105e-05, 150.0, 130.0
мощь, @default_class, 5.010158201912418e-05, 140.0, 102.0
наиболее, @default_class, 0.0004938584170304239, 1380.0, 1078.0
мера, @default_class, 0.00026088609592989087, 729.0, 567.0
явно, @default_class, 4.043913213536143e-05, 113.0, 94.0
авторитет, @default_class, 3.6144712794339284e-05, 101.0, 82.0
теннисный, @default_class, 2.791373844956979e-05, 78.0, 64.0
испанский, @default_class, 0.00016211440379265696, 453.0, 279.0
разряд, @default_class, 0.00011952805652981624, 334.0, 101.0
уефа, @default_class, 2.8987342375330627e-05, 81.0, 60.0
шлем, @default_class, 5.8690424339147285e-05, 164.0, 65.0
34, @default_class, 6.298484368016943e-05, 176.0, 162.0
сср, @default_class, 0.00016748243069741875, 468.0, 291.0
брак, @default_class, 0.0002963150618597865, 828.0, 379.0
совершить, @default_class, 0.0002451398759149015, 685.0, 475.0
море, @default_class, 0.0004648710892070085, 1299.0, 750.0
индивидуальный, @default_class, 8.266761142294854e-05, 231.0, 158.0
лыжный, @default_class, 3.9007660234346986e-05, 109.0, 68.0
редко, @default_class, 8.44569512992166e-05, 236.0, 203.0
откладывать, @default_class, 2.2903579520061612e-05, 64.0, 54.0
1914, @default_class, 0.00014994687808211893, 419.0, 310.0
освятить, @default_class, 5.0817317969631404e-05, 142.0, 85.0
понятие, @default_class, 8.910924225347117e-05, 249.0, 175.0
разрешить, @default_class, 6.727926665917039e-05, 188.0, 155.0
интересно, @default_class, 2.004063208005391e-05, 56.0, 54.0
искусство, @default_class, 0.0004480512870941311, 1252.0, 640.0
меняться, @default_class, 5.439600136014633e-05, 152.0, 130.0
азия, @default_class, 0.00017857634520623833, 499.0, 398.0
организатор, @default_class, 8.338334737345576e-05, 233.0, 180.0
советник, @default_class, 0.00010807626676978543, 302.0, 211.0
генерал-губернатор, @default_class, 6.298484368016943e-05, 176.0, 83.0
директор, @default_class, 0.00035643696901388466, 996.0, 608.0
практический, @default_class, 5.582747689913958e-05, 156.0, 118.0
литература, @default_class, 0.0002311830030521378, 646.0, 399.0
тренировка, @default_class, 3.256602940382436e-05, 91.0, 74.0
набрать, @default_class, 9.447726915823296e-05, 264.0, 200.0
каменный, @default_class, 0.00017714487330522388, 495.0, 300.0
сидеть, @default_class, 4.0797000110615045e-05, 114.0, 101.0
профиль, @default_class, 2.9345212169573642e-05, 82.0, 65.0
второе, @default_class, 0.0001155915015260689, 323.0, 273.0
актриса, @default_class, 0.00019289109332021326, 539.0, 258.0
статистика, @default_class, 4.652289499063045e-05, 130.0, 96.0
повторять, @default_class, 2.111423782480415e-05, 59.0, 51.0
стратегия, @default_class, 3.6502580769592896e-05, 102.0, 83.0
юрисдикция, @default_class, 3.077668588957749e-05, 86.0, 64.0
покровский, @default_class, 3.185028981533833e-05, 89.0, 59.0
полтора, @default_class, 4.3659947550622746e-05, 122.0, 115.0
химия, @default_class, 5.296452945913188e-05, 148.0, 59.0
юг, @default_class, 0.00036788874422200024, 1028.0, 780.0
казнь, @default_class, 5.403813338489272e-05, 151.0, 109.0
судный, @default_class, 7.944679236970842e-05, 222.0, 99.0
12, @default_class, 0.0006996328011155128, 1955.0, 1458.0
канал, @default_class, 0.00027448509354144335, 767.0, 417.0
описание, @default_class, 0.00014565244782716036, 407.0, 311.0
предоставлять, @default_class, 4.3302079575369135e-05, 121.0, 98.0
финансы, @default_class, 4.0797000110615045e-05, 114.0, 77.0
объявить, @default_class, 0.0003503531916067004, 979.0, 644.0
1857, @default_class, 3.041881791432388e-05, 85.0, 69.0
выборы, @default_class, 0.0002684013161342591, 750.0, 299.0
должный, @default_class, 0.0008177293930202723, 2285.0, 1203.0
общественный, @default_class, 0.0003761197149287909, 1051.0, 608.0
сеть, @default_class, 0.00025444445782341063, 711.0, 368.0
призвать, @default_class, 9.734021296026185e-05, 272.0, 247.0
парень, @default_class, 3.578684481908567e-05, 100.0, 73.0
обозначение, @default_class, 7.62259733164683e-05, 213.0, 160.0
звание, @default_class, 0.00043731523328460753, 1222.0, 776.0
многочисленный, @default_class, 0.00023261448950506747, 650.0, 545.0
будущий, @default_class, 0.00012453821545932442, 348.0, 279.0
приглашение, @default_class, 4.8312238504877314e-05, 135.0, 124.0
своеобразный, @default_class, 2.6840132704819553e-05, 75.0, 72.0
медицинский, @default_class, 0.00023297235020436347, 651.0, 316.0
внедрение, @default_class, 3.0060948120080866e-05, 84.0, 73.0
орган, @default_class, 0.0003188607806805521, 891.0, 497.0
инцидент, @default_class, 2.8987342375330627e-05, 81.0, 63.0
клип, @default_class, 7.372089748969302e-05, 206.0, 76.0
расположиться, @default_class, 2.5766526960069314e-05, 72.0, 56.0
повысить, @default_class, 2.397718526481185e-05, 67.0, 60.0
позади, @default_class, 2.7555868655326776e-05, 77.0, 65.0
включение, @default_class, 4.759650255437009e-05, 133.0, 119.0
опубликовать, @default_class, 0.0003439115535002202, 961.0, 621.0
самка, @default_class, 0.00011272855772404, 315.0, 161.0
сообщение, @default_class, 0.00022903579520061612, 640.0, 425.0
описывать, @default_class, 8.016252832021564e-05, 224.0, 182.0
сторонник, @default_class, 0.00012561182666104287, 351.0, 235.0
николаевич, @default_class, 7.87310564192012e-05, 220.0, 166.0
солдат, @default_class, 0.0002422769321128726, 677.0, 382.0
размер, @default_class, 0.00033424911089241505, 934.0, 654.0
комплексный, @default_class, 2.9345212169573642e-05, 82.0, 64.0
отсутствие, @default_class, 0.00020541647973004729, 574.0, 458.0
голландия, @default_class, 2.791373844956979e-05, 78.0, 68.0
ситуация, @default_class, 0.00019682763377204537, 550.0, 409.0
жуков, @default_class, 6.942647451069206e-05, 194.0, 143.0
факт, @default_class, 0.00013062197831459343, 365.0, 298.0
